posting_id,source,title,company,role,ai_inflected,seniority_years,posted_date,skill_ids,skill_names,facets_present,salary_known,salary_period,monthly_min,monthly_max,monthly_point
104:7pv3l,104,資料科學家/工程師,台北富邦商業銀行股份有限公司,data_engineer,True,2.0,,"python,sql,spark,hadoop,mongodb,machine_learning,statistics,deep_learning,llm,ci_cd,docker,kubernetes,microservices","Python, SQL, Apache Spark, Hadoop, MongoDB, Machine Learning (general), Statistics, Deep Learning (general), Large Language Models, CI/CD, Docker, Kubernetes, Microservices","1,1,2,2,2,3,3,4,5,6,6,6,9",False,unknown,,,
104:8q23n,104,資料科學家-AI系統二team【全家便利商店關係企業】,精藤股份有限公司,data_scientist,True,3.0,,"python,sql,machine_learning,scikit_learn,statistics,xgboost,deep_learning,nlp,llm,rag,vector_db,aws,azure","Python, SQL, Machine Learning (general), scikit-learn, Statistics, XGBoost, Deep Learning (general), NLP, Large Language Models, RAG, Vector Database, AWS, Azure","1,1,3,3,3,3,4,4,5,5,5,7,7",False,unknown,,,
104:91ojr,104,Senior Engineer/Data Scientist-資深工程師/資料科學家,光程研創股份有限公司,algorithm_engineer,False,3.0,,"python,machine_learning,statistics,deep_learning,power_bi","Python, Machine Learning (general), Statistics, Deep Learning (general), Power BI","1,3,3,4,8",False,unknown,,,
104:8u93b,104,[資深]資料科學家_(創新發展處_擴編),(總公司)南山人壽保險股份有限公司,ai_engineer,True,5.0,,"spark,hadoop,ab_testing,feature_engineering,machine_learning,statistics,deep_learning,pytorch,tensorflow,ai_agents,fine_tuning,langchain,llm,prompt_engineering,rag,kubernetes,model_serving,data_viz,power_bi,tableau","Apache Spark, Hadoop, A/B Testing, Feature Engineering, Machine Learning (general), Statistics, Deep Learning (general), PyTorch, TensorFlow, AI Agents, Fine-tuning, LangChain, Large Language Models, Prompt Engineering, RAG, Kubernetes, Model Serving, Data Visualization, Power BI, Tableau","2,2,3,3,3,3,4,4,4,5,5,5,5,5,5,6,6,8,8,8",False,unknown,,,
104:8n5lq,104,"Digital Designer(Senior, Manager, Director)",新加坡商星智科技股份有限公司,data_scientist,False,,,python,Python,1,False,unknown,,,
104:8a4fl,104,［起薪36K起］蒸時巷(蒸食茶飲)-新莊店(新莊幸福路商圈)-儲備幹部,融(亞洲)事業集團_融利股份有限公司,other,False,,,,,,True,monthly,36000.0,,36000.0
104:8ykv1,104,【總管理處】DIN_Data Scientist/ Senior Data Scientist,(台泥)臺灣水泥股份有限公司,data_scientist,True,3.0,,"python,r_lang,machine_learning,scikit_learn,statistics,deep_learning,pytorch,llm,rag,aws,azure,gcp","Python, R, Machine Learning (general), scikit-learn, Statistics, Deep Learning (general), PyTorch, Large Language Models, RAG, AWS, Azure, GCP","1,1,3,3,3,4,4,5,5,7,7,7",False,unknown,,,
104:89sj9,104,AI工程師/Data Scientist,日成科技股份有限公司,data_scientist,False,3.0,,"python,hive,machine_learning,statistics,excel","Python, Hive, Machine Learning (general), Statistics, Excel","1,2,3,3,8",True,monthly,50000.0,,50000.0
104:8dv88,104,Data Scientist,OpenNet_開網有限公司,data_engineer,False,2.0,,"python,sql,spark,etl,mysql,postgresql,machine_learning,statistics,computer_vision,deep_learning,nlp,aws,azure,gcp,spring","Python, SQL, Apache Spark, ETL/ELT, MySQL, PostgreSQL, Machine Learning (general), Statistics, Computer Vision, Deep Learning (general), NLP, AWS, Azure, GCP, Spring Boot","1,1,2,2,2,2,3,3,4,4,4,7,7,7,9",True,yearly,75833.33333333333,150000.0,112916.66666666666
104:88nmv,104,【大數據發展事業處】資料科學家 Data Scientist,55688集團_台灣智慧生活網股份有限公司,data_scientist,False,1.0,,"python,sql,feature_engineering,machine_learning,scikit_learn,statistics,deep_learning,nlp,pytorch,tensorflow,gcp,data_viz","Python, SQL, Feature Engineering, Machine Learning (general), scikit-learn, Statistics, Deep Learning (general), NLP, PyTorch, TensorFlow, GCP, Data Visualization","1,1,3,3,3,3,4,4,4,4,7,8",False,unknown,,,
104:8n911,104,"【國泰集團】 AI資料科學家 Data&AI Scientist – (數數發中心, DDT)_I00020724",國泰世紀產物保險股份有限公司,ml_engineer,True,,,"feature_engineering,machine_learning,deep_learning,nlp,pytorch,tensorflow,langchain,llm,rag,aws","Feature Engineering, Machine Learning (general), Deep Learning (general), NLP, PyTorch, TensorFlow, LangChain, Large Language Models, RAG, AWS","3,3,4,4,4,4,5,5,5,7",True,monthly,44000.0,,44000.0
104:731jy,104,RD20463 Data Scientist (AI),華碩電腦股份有限公司,ai_engineer,True,1.0,,"python,etl,ab_testing,machine_learning,statistics,deep_learning,ai_agents,llm,prompt_engineering,rag,ci_cd,model_serving,azure,gcp","Python, ETL/ELT, A/B Testing, Machine Learning (general), Statistics, Deep Learning (general), AI Agents, Large Language Models, Prompt Engineering, RAG, CI/CD, Model Serving, Azure, GCP","1,2,3,3,3,4,5,5,5,5,6,6,7,7",False,unknown,,,
104:8oxkz,104,全電商營運部-資料科學家( Data Scientist),全聯福利中心_全聯實業股份有限公司,data_scientist,False,3.0,,"python,sql,spark,bigquery,numpy,pandas,feature_engineering,machine_learning,scikit_learn,statistics","Python, SQL, Apache Spark, BigQuery, NumPy, pandas, Feature Engineering, Machine Learning (general), scikit-learn, Statistics","1,1,2,2,2,2,3,3,3,3",False,unknown,,,
104:8nf10,104,Data Scientist,雷泰光電股份有限公司,ml_engineer,False,1.0,,"python,machine_learning,computer_vision,pytorch,tensorflow","Python, Machine Learning (general), Computer Vision, PyTorch, TensorFlow","1,3,4,4,4",False,unknown,,,
104:91qnt,104,(Sr.) Data Scientist,彼特思方舟股份有限公司,data_engineer,False,4.0,,"python,sql,spark,etl,pandas,databricks,gcp,tableau","Python, SQL, Apache Spark, ETL/ELT, pandas, Databricks, GCP, Tableau","1,1,2,2,2,7,7,8",False,unknown,,,
104:928zz,104,資料科學家Data Scientist,春樹科技股份有限公司,ai_engineer,True,,,"python,sql,airflow,ab_testing,feature_engineering,machine_learning,statistics,embeddings,fine_tuning,model_apis,langchain,rag,vector_db,ci_cd,docker,mlflow,dashboard","Python, SQL, Airflow, A/B Testing, Feature Engineering, Machine Learning (general), Statistics, Embeddings, Fine-tuning, Foundation Model APIs, LangChain, RAG, Vector Database, CI/CD, Docker, MLflow, Dashboarding","1,1,2,3,3,3,3,5,5,5,5,5,5,6,6,6,8",False,unknown,,,
104:8aopj,104,維修技術工程師(台南分公司),台灣三浦工業股份有限公司,data_analyst,False,,,excel,Excel,8,True,monthly,37000.0,42000.0,39500.0
104:865xk,104,(外派)設備主管,競陽清潔科技股份有限公司,data_scientist,False,3.0,,statistics,Statistics,3,True,monthly,60000.0,,60000.0
104:7rewx,104,系統開發部-機器學習工程師,台中商業銀行股份有限公司,ml_engineer,True,,,"python,machine_learning,statistics,deep_learning,keras,nlp,tensorflow,llm,docker,rest_api","Python, Machine Learning (general), Statistics, Deep Learning (general), Keras, NLP, TensorFlow, Large Language Models, Docker, REST API","1,3,3,4,4,4,4,5,6,9",True,monthly,43000.0,65000.0,54000.0
104:8e8yx,104,機器學習工程師,維思感創股份有限公司,ml_engineer,True,,,"python,machine_learning,time_series,computer_vision,deep_learning,pytorch,tensorflow,ai_agents,llm,rag","Python, Machine Learning (general), Time Series, Computer Vision, Deep Learning (general), PyTorch, TensorFlow, AI Agents, Large Language Models, RAG","1,3,3,4,4,4,4,5,5,5",True,monthly,45000.0,,45000.0
104:8snsh,104,資深 AI/機器學習工程師 Sr. AI/ML Engineer,維曙智能科技有限公司,ml_engineer,True,5.0,,"python,feature_engineering,machine_learning,scikit_learn,time_series,cnn,deep_learning,pytorch,tensorflow,transformer,huggingface,llm,lora,docker,model_serving","Python, Feature Engineering, Machine Learning (general), scikit-learn, Time Series, CNN, Deep Learning (general), PyTorch, TensorFlow, Transformer, Hugging Face, Large Language Models, LoRA / PEFT, Docker, Model Serving","1,3,3,3,3,4,4,4,4,4,5,5,5,6,6",True,yearly,108333.33333333333,,108333.33333333333
104:8tde4,104,AI/Perception/Robotics Learning Engineer: 人工智慧／感知／機器人機器學習工程師,欣坊股份有限公司,ml_engineer,True,,,"python,machine_learning,cnn,computer_vision,deep_learning,pytorch,tensorflow,transformer,ai_agents,diffusion,model_serving","Python, Machine Learning (general), CNN, Computer Vision, Deep Learning (general), PyTorch, TensorFlow, Transformer, AI Agents, Diffusion Models, Model Serving","1,3,4,4,4,4,4,4,5,5,6",False,unknown,,,
104:91c8c,104,【AI節能科技】 資深機器學習工程師 Senior ML engineer,台灣愛淨節能科技股份有限公司,ml_engineer,True,3.0,,"python,etl,numpy,pandas,postgresql,feature_engineering,machine_learning,statistics,deep_learning,keras,pytorch,rnn,tensorflow,transformer,ai_agents,docker,fastapi,aws,gcp,dashboard,data_viz","Python, ETL/ELT, NumPy, pandas, PostgreSQL, Feature Engineering, Machine Learning (general), Statistics, Deep Learning (general), Keras, PyTorch, RNN/LSTM, TensorFlow, Transformer, AI Agents, Docker, FastAPI, AWS, GCP, Dashboarding, Data Visualization","1,2,2,2,2,3,3,3,4,4,4,4,4,4,5,6,6,7,7,8,8",True,monthly,60000.0,100000.0,80000.0
104:7lzio,104,(資深)機器學習工程師 Machine Learning Engineer,帝濶智慧科技股份有限公司,ml_engineer,False,5.0,,"machine_learning,deep_learning,nlp,pytorch,tensorflow","Machine Learning (general), Deep Learning (general), NLP, PyTorch, TensorFlow","3,4,4,4,4",False,unknown,,,
104:8cdcn,104,Junior ML Engineer / 機器學習工程師,泓偊科技股份有限公司,ml_engineer,False,,,"python,redis,machine_learning,statistics,computer_vision,deep_learning,pytorch,tensorflow,docker,rest_api","Python, Redis, Machine Learning (general), Statistics, Computer Vision, Deep Learning (general), PyTorch, TensorFlow, Docker, REST API","1,2,3,3,4,4,4,4,6,9",True,monthly,40000.0,65000.0,52500.0
104:5uwqy,104,機器學習工程師 ( Machine Learning Engineer ),賽微科技股份有限公司,ml_engineer,False,,,"bash,python,machine_learning,cnn,rnn","Bash/Shell, Python, Machine Learning (general), CNN, RNN/LSTM","1,1,3,4,4",True,monthly,35000.0,60000.0,47500.0
104:7nlpu,104,Machine Learning Engineer 機器學習工程師,洞見未來科技股份有限公司,data_scientist,True,2.0,,"python,machine_learning,scikit_learn,statistics,keras,pytorch,tensorflow,fine_tuning","Python, Machine Learning (general), scikit-learn, Statistics, Keras, PyTorch, TensorFlow, Fine-tuning","1,3,3,3,4,4,4,5",False,unknown,,,
104:8ge8v,104,機器學習工程師Junior Machine Learning Engineer,歐宏光電股份有限公司,ml_engineer,False,,,"python,r_lang,sql,machine_learning,statistics,deep_learning,pytorch,tensorflow","Python, R, SQL, Machine Learning (general), Statistics, Deep Learning (general), PyTorch, TensorFlow","1,1,1,3,3,4,4,4",False,unknown,,,
104:8uo8n,104,總院 AI中心 機器學習工程師,本公司其他工作,data_scientist,True,,,"python,sql,spark,bigquery,hadoop,numpy,pandas,feature_engineering,machine_learning,scikit_learn,statistics,deep_learning,nlp,pytorch,tensorflow,huggingface,langchain,llm,rag,vector_db,model_serving,aws,azure,azure_ml,sagemaker,vertex_ai,data_viz","Python, SQL, Apache Spark, BigQuery, Hadoop, NumPy, pandas, Feature Engineering, Machine Learning (general), scikit-learn, Statistics, Deep Learning (general), NLP, PyTorch, TensorFlow, Hugging Face, LangChain, Large Language Models, RAG, Vector Database, Model Serving, AWS, Azure, Azure ML, SageMaker, Vertex AI, Data Visualization","1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,5,6,7,7,7,7,7,8",False,unknown,,,
104:8apl8,104,AI / 機器學習工程師 | LLM / AI Agent 開發,維曙智能科技有限公司,ai_engineer,True,,,"python,machine_learning,statistics,time_series,nlp,pytorch,transformer,ai_agents,fine_tuning,huggingface,langchain,llm,lora,prompt_engineering,rag,docker,model_serving","Python, Machine Learning (general), Statistics, Time Series, NLP, PyTorch, Transformer, AI Agents, Fine-tuning, Hugging Face, LangChain, Large Language Models, LoRA / PEFT, Prompt Engineering, RAG, Docker, Model Serving","1,3,3,3,4,4,4,5,5,5,5,5,5,5,5,6,6",True,yearly,66666.66666666667,,66666.66666666667
104:900ws,104,Machine Learning Engineer 機器學習工程師,17LIVE_藝啟股份有限公司,data_engineer,True,2.0,,"python,scala,sql,spark,hadoop,nosql,machine_learning,deep_learning,pytorch,tensorflow,ai_agents,prompt_engineering,aws,gcp","Python, Scala, SQL, Apache Spark, Hadoop, NoSQL, Machine Learning (general), Deep Learning (general), PyTorch, TensorFlow, AI Agents, Prompt Engineering, AWS, GCP","1,1,1,2,2,2,3,4,4,4,5,5,7,7",False,unknown,,,
104:8vt9w,104,AI 工程師: 機器學習工程師/AI應用工程師 (台南),正光自動化有限公司,data_scientist,False,1.0,,"python,sql,etl,mysql,numpy,pandas,machine_learning,scikit_learn,statistics,computer_vision,deep_learning,nlp,pytorch,tensorflow,dashboard,data_viz","Python, SQL, ETL/ELT, MySQL, NumPy, pandas, Machine Learning (general), scikit-learn, Statistics, Computer Vision, Deep Learning (general), NLP, PyTorch, TensorFlow, Dashboarding, Data Visualization","1,1,2,2,2,2,3,3,3,4,4,4,4,4,8,8",True,monthly,50000.0,80000.0,65000.0
104:8npsb,104,Machine Learning Engineer - Robot Manipulation 機器學習工程師 - 機器人操控,欣坊股份有限公司,ml_engineer,False,3.0,,"python,machine_learning,deep_learning,pytorch,tensorflow","Python, Machine Learning (general), Deep Learning (general), PyTorch, TensorFlow","1,3,4,4,4",False,unknown,,,
104:8nayu,104,A6000 廣告推薦機器學習工程師,富邦媒體科技股份有限公司(富邦momo),ml_engineer,True,1.0,,"java,sql,spark,bigquery,nosql,machine_learning,deep_learning,nlp,pytorch,tensorflow,embeddings,llm,mlflow,aws,gcp","Java, SQL, Apache Spark, BigQuery, NoSQL, Machine Learning (general), Deep Learning (general), NLP, PyTorch, TensorFlow, Embeddings, Large Language Models, MLflow, AWS, GCP","1,1,2,2,2,3,4,4,4,4,5,5,6,7,7",False,unknown,,,
104:8sbi5,104,AI/機器學習工程師 AI/ML Engineer | 計算生物 Computational Biology,維曙智能科技有限公司,ml_engineer,True,,,"python,machine_learning,deep_learning,pytorch,tensorflow,transformer,llm,ci_cd,docker","Python, Machine Learning (general), Deep Learning (general), PyTorch, TensorFlow, Transformer, Large Language Models, CI/CD, Docker","1,3,4,4,4,4,5,6,6",True,yearly,66666.66666666667,,66666.66666666667
104:83n0k,104,【高雄】Machine Learning Engineer (NLP) 機器學習工程師（自然語言處理）(23090101),叡揚資訊股份有限公司,ai_engineer,True,,,"python,machine_learning,computer_vision,nlp,pytorch,embeddings,fine_tuning,huggingface,llm,lora,rag,microservices","Python, Machine Learning (general), Computer Vision, NLP, PyTorch, Embeddings, Fine-tuning, Hugging Face, Large Language Models, LoRA / PEFT, RAG, Microservices","1,3,4,4,4,5,5,5,5,5,5,9",False,unknown,,,
104:8tfmd,104,Proptech/Fintech資料科學家/AI 機器學習工程師,九天資產管理股份有限公司,backend,True,,,"python,etl,mongodb,mysql,pandas,machine_learning,nlp,llm,rag,docker,azure,data_viz,django,nodejs","Python, ETL/ELT, MongoDB, MySQL, pandas, Machine Learning (general), NLP, Large Language Models, RAG, Docker, Azure, Data Visualization, Django, Node.js","1,2,2,2,2,3,4,5,5,6,7,8,9,9",True,yearly,75000.0,,75000.0
104:8wpza,104,(科政中心)機器學習工程師(研發替代役)114034,本公司其他工作,ai_engineer,True,,,"python,machine_learning,nlp,pytorch,fine_tuning,model_apis,llm,rag","Python, Machine Learning (general), NLP, PyTorch, Fine-tuning, Foundation Model APIs, Large Language Models, RAG","1,3,4,4,5,5,5,5",False,unknown,,,
104:90v9s,104,|APC| Firmware Engineer,法商_施耐德電機股份有限公司,data_scientist,False,3.0,,"python,machine_learning,nlp","Python, Machine Learning (general), NLP","1,3,4",False,unknown,,,
104:916e3,104,【台中】IT Infrastructure Engineer,沛思坦網路股份有限公司,ml_engineer,False,3.0,,"bash,python,machine_learning,nlp,kubernetes,aws,azure,gcp,dashboard","Bash/Shell, Python, Machine Learning (general), NLP, Kubernetes, AWS, Azure, GCP, Dashboarding","1,1,3,4,6,7,7,7,8",False,unknown,,,
104:92itb,104,AI / ML 工程師（AI / ML Engineer）,瑞盛數位科技股份有限公司,data_scientist,True,,,"python,numpy,pandas,feature_engineering,machine_learning,pytorch,tensorflow,model_serving","Python, NumPy, pandas, Feature Engineering, Machine Learning (general), PyTorch, TensorFlow, Model Serving","1,2,2,3,3,4,4,6",False,unknown,,,
104:8zhrf,104,AI/ML Engineer - Generative media (TTS/image/video),日商嘉來智能股份有限公司台灣分公司,ml_engineer,True,3.0,,"machine_learning,deep_learning,pytorch,ai_agents,fine_tuning,llm,gcp","Machine Learning (general), Deep Learning (general), PyTorch, AI Agents, Fine-tuning, Large Language Models, GCP","3,4,4,5,5,5,7",False,unknown,,,
104:8zrrb,104,AI 維運工程師 (AIOps / ML Engineer),夢想動畫股份有限公司,ml_engineer,True,,,"python,machine_learning,diffusion,docker","Python, Machine Learning (general), Diffusion Models, Docker","1,3,5,6",True,monthly,60000.0,80000.0,70000.0
104:911qx,104,AI/ML Engineer -Cloud Platform (國際知名科技集團）,台灣利優資訊科技有限公司,ml_engineer,True,6.0,,"python,sql,machine_learning,llm,model_serving,gcp,vertex_ai","Python, SQL, Machine Learning (general), Large Language Models, Model Serving, GCP, Vertex AI","1,1,3,5,6,7,7",True,yearly,141666.66666666666,166666.66666666666,154166.66666666666
104:8r62o,104,AU-知名美商科技業公司-GCP AI/ML Engineer (遠端工作 信義區/Hybrid/ 10 年以上相關工作經驗，6 年+ AI／ML 或雲端平台技術支援經驗、英文精通歡迎投遞！！),新加坡商立可人事顧問有限公司台灣分公司,ml_engineer,True,,,"golang,python,sql,machine_learning,llm,model_serving,gcp","Go, Python, SQL, Machine Learning (general), Large Language Models, Model Serving, GCP","1,1,1,3,5,6,7",True,yearly,125000.0,,125000.0
104:91z8n,104,GCP AI/ML Engineer (工作地點：信義區/Hybrid),印度商威普羅股份有限公司台灣分公司,data_scientist,True,6.0,,"python,sql,machine_learning,llm,gcp","Python, SQL, Machine Learning (general), Large Language Models, GCP","1,1,3,5,7",False,unknown,,,
104:90dhj,104,KC-[信義區/Hybrid] 美商科技巨頭-GCP AI/ML Engineer,新加坡商立可人事顧問有限公司台灣分公司,data_scientist,True,1.0,,"python,sql,machine_learning,ai_agents,llm,gcp","Python, SQL, Machine Learning (general), AI Agents, Large Language Models, GCP","1,1,3,5,5,7",True,yearly,125000.0,208333.33333333334,166666.6666666667
104:8i36o,104,ML Engineer - Model Training Infrastructure,瞬聯科技股份有限公司,ml_engineer,True,2.0,,"java,python,feature_engineering,machine_learning,deep_learning,nlp,pytorch,tensorflow,transformer,fine_tuning,llm,ci_cd,docker,kubernetes,aws,gcp","Java, Python, Feature Engineering, Machine Learning (general), Deep Learning (general), NLP, PyTorch, TensorFlow, Transformer, Fine-tuning, Large Language Models, CI/CD, Docker, Kubernetes, AWS, GCP","1,1,3,3,4,4,4,4,4,5,5,6,6,6,7,7",False,unknown,,,
104:8yemp,104,AI/ ML Engineer (CFD & Machine Learning),艾新科環保材料有限公司,ml_engineer,False,,,"python,numpy,machine_learning,time_series,cnn,computer_vision,deep_learning,pytorch,rnn,tensorflow,gcp,data_viz","Python, NumPy, Machine Learning (general), Time Series, CNN, Computer Vision, Deep Learning (general), PyTorch, RNN/LSTM, TensorFlow, GCP, Data Visualization","1,2,3,3,4,4,4,4,4,4,7,8",False,unknown,,,
104:929le,104,"Senior Software Engineer, Algorithms and Libraries of AI/ML/DSP",美商賽發馥股份有限公司臺灣分公司,ml_engineer,False,3.0,,"python,machine_learning,pytorch,tensorflow,gcp","Python, Machine Learning (general), PyTorch, TensorFlow, GCP","1,3,4,4,7",False,unknown,,,
104:909hq,104,AI/ML Software Engineer,美商賽發馥股份有限公司臺灣分公司,ml_engineer,True,,,"python,machine_learning,computer_vision,pytorch,tensorflow,llm,model_serving,gcp","Python, Machine Learning (general), Computer Vision, PyTorch, TensorFlow, Large Language Models, Model Serving, GCP","1,3,4,4,4,5,6,7",False,unknown,,,
104:8xjg3,104,LLT7-Global Manufacturing AI/ML Engineer,緯穎科技服務股份有限公司,backend,False,,,"python,machine_learning,nlp,fastapi,aws,azure,gcp,dashboard,data_viz,django,flask","Python, Machine Learning (general), NLP, FastAPI, AWS, Azure, GCP, Dashboarding, Data Visualization, Django, Flask","1,3,4,6,7,7,7,8,8,9,9",False,unknown,,,
104:7du3k,104,機器學習工程師 AI/ML Engineer(Data Science & AI Team),鴻海精密工業股份有限公司,ml_engineer,True,3.0,,"java,python,spark,numpy,pandas,feature_engineering,machine_learning,scikit_learn,statistics,time_series,computer_vision,deep_learning,keras,nlp,pytorch,rnn,tensorflow,huggingface,llm,model_serving,aws,azure,databricks,sagemaker,data_viz","Java, Python, Apache Spark, NumPy, pandas, Feature Engineering, Machine Learning (general), scikit-learn, Statistics, Time Series, Computer Vision, Deep Learning (general), Keras, NLP, PyTorch, RNN/LSTM, TensorFlow, Hugging Face, Large Language Models, Model Serving, AWS, Azure, Databricks, SageMaker, Data Visualization","1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,5,5,6,7,7,7,7,8",False,unknown,,,
104:91a2u,104,AI/ML工程師 AI/ML Engineer,力旺電子股份有限公司,ml_engineer,True,,,"python,machine_learning,scikit_learn,statistics,computer_vision,deep_learning,nlp,pytorch,tensorflow,llm,docker","Python, Machine Learning (general), scikit-learn, Statistics, Computer Vision, Deep Learning (general), NLP, PyTorch, TensorFlow, Large Language Models, Docker","1,3,3,3,4,4,4,4,4,5,6",False,unknown,,,
104:91mex,104,資深機器學習工程師 (Senior ML Engineer),動力安全資訊股份有限公司,ml_engineer,True,5.0,,"python,numpy,pandas,machine_learning,cnn,computer_vision,deep_learning,pytorch,rnn,tensorflow,transformer,docker,kubernetes,model_serving","Python, NumPy, pandas, Machine Learning (general), CNN, Computer Vision, Deep Learning (general), PyTorch, RNN/LSTM, TensorFlow, Transformer, Docker, Kubernetes, Model Serving","1,2,2,3,4,4,4,4,4,4,4,6,6,6",False,unknown,,,
104:91rvc,104,R0009676: (Sr.) AI/ML engineer (Griffin),Trend Micro_趨勢科技股份有限公司,data_scientist,True,1.0,,"python,machine_learning,scikit_learn,statistics,computer_vision,nlp,pytorch,ai_agents,fine_tuning,llm,aws,azure,gcp","Python, Machine Learning (general), scikit-learn, Statistics, Computer Vision, NLP, PyTorch, AI Agents, Fine-tuning, Large Language Models, AWS, Azure, GCP","1,3,3,3,4,4,4,5,5,5,7,7,7",False,unknown,,,
104:9292u,104,視覺AOI工程師,驊鋒國際股份有限公司,data_scientist,False,,,machine_learning,Machine Learning (general),3,True,monthly,70000.0,85000.0,77500.0
104:91mzw,104,網站企劃專員/ Web Planner《企劃部》【台北事業處】,千享國際企業股份有限公司,data_scientist,True,,,"machine_learning,llm","Machine Learning (general), Large Language Models","3,5",True,monthly,40000.0,48000.0,44000.0
104:92l2y,104,演算法工程師,瑞鈦醫療器材股份有限公司,algorithm_engineer,False,1.0,,"python,machine_learning,statistics,deep_learning,pytorch,tensorflow","Python, Machine Learning (general), Statistics, Deep Learning (general), PyTorch, TensorFlow","1,3,3,4,4,4",False,unknown,,,
104:8tffa,104,Algorithm Engineer (演算法工程師),Paramtek_拚願科技股份有限公司,data_scientist,False,,,"python,machine_learning,statistics","Python, Machine Learning (general), Statistics","1,3,3",False,unknown,,,
104:8r33h,104,演算法工程師,矽晶定序高速科技股份有限公司,data_analyst,False,,,"python,statistics,excel","Python, Statistics, Excel","1,3,8",True,monthly,60000.0,120000.0,90000.0
104:92g40,104,AI/演算法工程師,體學生物科技股份有限公司,data_scientist,False,,,"python,machine_learning,statistics,pytorch,tensorflow","Python, Machine Learning (general), Statistics, PyTorch, TensorFlow","1,3,3,4,4",False,unknown,,,
104:298hf,104,AOI影像演算法工程師,源浩科技股份有限公司,algorithm_engineer,False,2.0,,"python,machine_learning,computer_vision,dotnet","Python, Machine Learning (general), Computer Vision, .NET","1,3,4,9",False,unknown,,,
104:916jk,104,Senior Algorithm Engineer 資深演算法工程師,彩虹互動科技有限公司,algorithm_engineer,False,3.0,,"python,machine_learning,statistics,time_series,computer_vision,deep_learning,nlp,pytorch,rnn,tensorflow,transformer","Python, Machine Learning (general), Statistics, Time Series, Computer Vision, Deep Learning (general), NLP, PyTorch, RNN/LSTM, TensorFlow, Transformer","1,3,3,3,4,4,4,4,4,4,4",False,unknown,,,
104:7cn0u,104,FPGA 演算法工程師,彩富電子股份有限公司,other,False,,,computer_vision,Computer Vision,4,False,unknown,,,
104:52oac,104,AI演算法工程師,炳碩生醫股份有限公司,ml_engineer,False,2.0,,"python,machine_learning,computer_vision,deep_learning,pytorch,tensorflow","Python, Machine Learning (general), Computer Vision, Deep Learning (general), PyTorch, TensorFlow","1,3,4,4,4,4",False,unknown,,,
104:8vdhs,104,演算法工程師,萃思科技股份有限公司,backend,False,,,"python,sql,postgresql,machine_learning,dotnet,rest_api","Python, SQL, PostgreSQL, Machine Learning (general), .NET, REST API","1,1,2,3,9,9",False,unknown,,,
104:8lybv,104,演算法工程師,愛盛科技股份有限公司,other,False,1.0,,,,,False,unknown,,,
104:90to7,104,演算法工程師,衛普科技股份有限公司,algorithm_engineer,False,,,"python,computer_vision","Python, Computer Vision","1,4",False,unknown,,,
104:8vndl,104,演算法工程師,新加坡商泓宇雲有限公司台灣分公司,data_analyst,False,1.0,,data_viz,Data Visualization,8,False,unknown,,,
104:6im2f,104,演算法工程師,奇翼醫電股份有限公司,algorithm_engineer,False,2.0,,"python,machine_learning,statistics,computer_vision,deep_learning,pytorch","Python, Machine Learning (general), Statistics, Computer Vision, Deep Learning (general), PyTorch","1,3,3,4,4,4",False,unknown,,,
104:4g7pz,104,演算法開發工程師,威達高科股份有限公司,data_scientist,False,,,"python,machine_learning,statistics","Python, Machine Learning (general), Statistics","1,3,3",False,unknown,,,
104:8rtxs,104,演算法工程師,滙嘉健康生活科技股份有限公司,data_scientist,False,,,"python,mongodb,mysql,numpy,pandas,machine_learning","Python, MongoDB, MySQL, NumPy, pandas, Machine Learning (general)","1,2,2,2,2,3",False,unknown,,,
104:90dyd,104,ISP演算法工程師,兆果科技股份有限公司,data_scientist,False,5.0,,python,Python,1,False,unknown,,,
104:91sa0,104,[AI車載大廠] Senior AI & ISP Algorithm Engineer 資深AI與ISP影像演算法工程師,萬寶華企業管理顧問股份有限公司,ml_engineer,True,,,"python,deep_learning,pytorch,tensorflow,model_serving","Python, Deep Learning (general), PyTorch, TensorFlow, Model Serving","1,4,4,4,6",True,yearly,166666.66666666666,250000.0,208333.3333333333
104:7qeqy,104,AI 演算法工程師,超象科技股份有限公司,data_scientist,False,,,python,Python,1,False,unknown,,,
104:8bjs3,104,機器人電腦視覺及 AI 演算法工程師,登彥科技股份有限公司,ml_engineer,False,,,"python,machine_learning,statistics,computer_vision,deep_learning,pytorch,tensorflow,ci_cd,docker","Python, Machine Learning (general), Statistics, Computer Vision, Deep Learning (general), PyTorch, TensorFlow, CI/CD, Docker","1,3,3,4,4,4,4,6,6",False,unknown,,,
104:6bbm5,104,語音與音訊演算法工程師 (Speech and Audio Algorithm Engineer)_台北,英屬開曼群島商意騰科技股份有限公司台灣分公司,algorithm_engineer,False,,,"python,computer_vision,deep_learning","Python, Computer Vision, Deep Learning (general)","1,4,4",False,unknown,,,
104:7dvhf,104,(A03)Thermal Engineer 熱流/熱傳研發工程師,飛捷科技股份有限公司,other,False,5.0,,computer_vision,Computer Vision,4,True,monthly,60000.0,,60000.0
104:92e99,104,Senior Staff Server Signal Integrity Engineer,美商超微半導體股份有限公司台灣分公司,data_scientist,False,6.0,,"python,computer_vision","Python, Computer Vision","1,4",False,unknown,,,
